candidate_id,name,source,discovery_sources,website,email,contact_url,country,region,nearest_city,lat,lng,setting,individual_vs_org,service_type_claimed,facilitates_ayahuasca,access_model,legal_status_note,year_founded,capacity,website_primary_language,languages_offered,retreat_lengths_nights,ceremonies_per_retreat,other_plant_medicines,dieta_offered,integration_support_offered,additional_services,price_amount_min_original,price_amount_max_original,price_currency_original,price_min_usd,price_max_usd,price_per_night_usd_min,price_per_night_usd_max,price_as_of_date,whats_included,notable_exclusions,sliding_scale_or_scholarships,indigenous_affiliation_display,indigenous_partnership_claimed,indigenous_leadership_claimed,named_lineage_claimed,lineage_tradition,facilitation_tradition_verbatim,named_indigenous_language,named_team,n_healers,n_facilitators,n_team_total,facilitation_described,healer_facilitator_distinguished,healer_role_term_verbatim,facilitator_role_term_verbatim,n_named_female,n_named_male,n_named_gender_nd,sourcing_claim,reciprocity_claim,benefit_share_amount_claimed,community_benefit_claims,safety_screening_claimed,medical_disclaimer_present,medical_support_onsite_claimed,ssri_maoi_policy_stated,safety_incidents_count,review_sources,notable_press_mentions,confidence_overall,scrape_origin,source_archive_url,source_urls,scraped_at
safe_ceremonies:mimosa-hostilis-psilocybin-session,Mimosa Hostilis/ Psilocybin Session,safe_ceremonies,safe_ceremonies,https://safeceremonies.com/listings/mimosa-hostilis-psilocybin-session/,,,United States,California,,36.7014631,-118.755997,,,ceremony_facilitation,False,,,,,english,,,,mimosa hostilis; psilocybin,,during_only,sound healing,,,USD,,,,,,,,,no-stated-affiliation,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0,,,low,US,,https://safeceremonies.com/listings/mimosa-hostilis-psilocybin-session/,2026-07-22T12:14:04.740083+00:00
psychedelic_support:misty-johnson-lcsw,"Misty Johnson, LCSW",psychedelic_support,psychedelic_support,https://psychedelic.support/network/misty-johnson-lcsw/,,,United States,California,San Francisco,37.7879363,-122.4075201,,individual_practitioner,integration_only,False,,Providers do not break U.S. laws. Psychedelic Support and the providers listed here do not endorse the use of illegal substances.,,,english,English,,,,,ongoing,individual therapy; group work; retreats; video sessions; phone sessions; in-person sessions,,,USD,,,,,,,,,trained-in-lineage,False,False,,,indigenous healing modalities,,Misty Johnson (Licensed Clinical Social Worker & Psychotherapist),,,,True,only_facilitator_described,,Licensed Clinical Social Worker & Psychotherapist,1,0,0,,False,,,False,True,False,False,0,,,medium,,,https://psychedelic.support/network/misty-johnson-lcsw/,2026-07-22T12:13:44.890279+00:00
safe_ceremonies:mt-shiva-retreats,Mt. Shiva Retreats,safe_ceremonies,safe_ceremonies,https://www.mtshivaretreats.com/,mtshivaretreats@gmail.com,,United States,Florida,,27.7567667,-81.4639835,unclear,individual_practitioner,ceremony_facilitation; retreat_package; preparation,True,retreat_package,,,,english,english,3,2,kambo/sapo; hape/rapé,False,aftercare_included,daily meditation; integration support; nourishing meals; music,,,USD,,,,,,meals; daily meditation and integration; continued guidance throughout the weekend; 3-night stay,,,no-stated-affiliation,False,False,,,,,"Shane Ali (medicine server, facilitator, guide, brewer of the medicine); ? (female facilitator)",,,,True,same_person,,facilitator,1,1,0,unspecified,False,,,True,False,False,False,1,SafeCeremonies 4.6 (19),,medium,US,,https://safeceremonies.com/listings/mt-shiva-retreats/,2026-07-22T12:13:34.453298+00:00
safe_ceremonies:mu-garden-sanctuary,Mu Garden Sanctuary,safe_ceremonies,safe_ceremonies,https://mugardensanctuary.com,mugardensanctuary@gmail.com,https://mugardensanctuary.com/,United States,Hawaii,Hilo,19.7073734,-155.08158,other,organization,ceremony_facilitation; retreat_package; other,True,membership_based,Stewarded as a private member association and earth-based church.,,,english,,,,cacao,True,aftercare_included,farm-to-table meals; herbal flower baths; yoga; breathwork; sound healing / Sonic Love Alchemy; trauma-informed integration sessions; farm tours; natural food-based cleanses; frequency healing technologies; Cobbin sauna; water purification rituals; tea ceremonies; garden shop,,,USD,,,,,,,,,trained-in-lineage,True,False,"Hawaiian (Kahuna, Kumu, ohana); Pachamama; indigenous wisdom keepers from diverse backgrounds",earth-based; Hawaiian; multi-faith; indigenous,"earth-based church; plant medicine ceremonies led by experienced ceremonialists and trauma-informed therapists; honoring Hawaiian traditions guided by indigenous Kahuna, Kumu, ohana, and mentors",,Amma Sophia Rose (High Priestess of Sound; licensed officiant; founder); Jason Leeds (co-founder/steward); Sean Smull (Chef),,,,True,distinct_roles,ceremonialists; Kahuna; Kumu; indigenous wisdom keepers,trauma-informed therapists; guides,1,0,2,unspecified,True,,"Our grounds serve as a sacred space for indigenous wisdom Keepers to impart their profound knowledge of the Earth. [https://safeceremonies.com/listings/mu-garden-sanctuary/]; This sanctuary is dedicated to supporting the people of Hawaiʻi by honoring the traditions of the islands. We work closely with our Kahuna, Kumus, guides, and extended ʻohana. [https://mugardensanctuary.com/our-story]; Every experience offered within the sanctuary is rooted in the principles of earth stewardship, community connection, and sacred reciprocity with the land. [https://mugardensanctuary.com/our-story]",False,False,False,False,0,,,medium,US,,https://mugardensanctuary.com/; https://mugardensanctuary.com/our-story; https://mugardensanctuary.com/retreats; https://safeceremonies.com/listings/mu-garden-sanctuary/,2026-07-22T12:14:05.173703+00:00
ayaadvisors:muaisa-hale-pule,Muaisa Hale Pule,ayaadvisors,ayaadvisors,https://www.muaisa.org,muaisa@yahoo.com,https://www.muaisa.org,United States,Hawaii,Kona,19.6472213,-155.9966428,other,organization,ceremony_facilitation; retreat_package; other,True,congregational_ceremony,Official 501(c)(3) Chapter of New Haven Native American Church (NHNAC). All services offered in exchange for charitable contribution thresholds; none sold in commercial transactions outside the donative context.,2015,8,english,English,1; 2; 3; 8,1 per retreat (Sunday evenings; also optional add-on within 8-day program),San Pedro/huachuma (referenced comparatively); peyote (referenced comparatively); psilocybin mushrooms (referenced comparatively); Hawaiian and Pacific Island psychoactive/psychotropic/entheogenic plants (Hawaiaka brew),False,during_only,"Shamanic Deep Dive (private 1-on-1, substance-free session); Eco-adventure/Mystic Tour; Aura reading session; Art awakening program; Volunteer immersion; Vision quest; NHNAC Healer/Medicine Woman/Medicine Man certification; Sacred Bundle/Medicine Wheel ceremony; 9 Totems Life Purpose session",375,2625,USD,375,2625,47,2625,2024,Ceremony participation; One-on-one sessions with Chief Golden Feather (8-day program: 15+ hours); Orientation with Dr. ZZ (8-day program); Eco-adventure/Mystic Tour (8-day program); 2 Certificates (church membership + NHNAC Healer/Medicine Woman/Medicine Man) upon completion of 8-day program; Sunday 'Hawaiaka' sacred plant ceremony (optional add-on to 8-day at higher threshold),Accommodations (list of nearby options provided but lodging not included); Flights/transfers; Meals (eco-adventure breakfast is 'Dutch treat'),False,indigenous-led,True,True,Lakota tradition — initiated by Chief White Feather and Crawling Bear Claw in 1992; NHNAC (New Haven Native American Church),Lakota; Hawaiian shamanism; NHNAC,"Hawaiian and Pacific Island psychoactive, psychotropic, entheogenic plants; Lakota tradition (initiation); NHNAC (New Haven Native American Church)",,"Jack 'Golden Feather' (Shaman, Chief Elder); Dr. ZZ (Dr.)",1,,2,True,only_healer_described,"Shaman, Chief Elder",,1,1,0,community_sourced,True,All tithes and donations are used to support the missions of the church; no paid clergy.,"Unlike other religious organizations that use donations and offerings to support their paid clergy, Muaisa Hale Pule does not have a paid clergy. All tithes and donations are used to support the missions of the church. [https://www.muaisa.org/about-tab]",True,True,False,True,0,RetreatGuru None (None),,medium,,,https://www.muaisa.org/about; https://www.muaisa.org/about-tab; https://www.muaisa.org/are-you-shaman; https://www.muaisa.org/programs; https://www.muaisa.org/programs-tab; https://www.muaisa.org/shaman; https://www.muaisa.org/shamanic-plant-ceremony; https://www.muaisa.org/shamanic-rebirth,2026-07-22T12:14:16.218962+00:00
safe_ceremonies:mushroom-journey-with-aj; safe_ceremonies:mushroom-journey-with-aj-2,Mushroom Journey with AJ,safe_ceremonies,safe_ceremonies,https://creatingheavenonearth.com/,iloveheavenonearth@gmail.com,https://safeceremonies.com/listings/mushroom-journey-with-aj/,United States,California / Tennessee,,36.1431332,-82.4466477,unclear,individual_practitioner,ceremony_facilitation,False,retreat_package,,,,english,,,,psilocybin mushrooms,,during_only,body movement; breathwork; private sessions; group sessions (upon request); entity removals; releasing attachments,,,USD,,,,,,,,,no-stated-affiliation,False,False,,,,,"AJ (multidimensional healer, spiritual intuitive); AJ (multidimensional healer, spiritual intuitive)",1,,,True,same_person,"multidimensional healer, spiritual intuitive",facilitating,2,0,0,,False,,,False,False,False,False,0,SafeCeremonies None (0),,medium,US,,https://creatingheavenonearth.com/; https://safeceremonies.com/listings/mushroom-journey-with-aj-2/; https://safeceremonies.com/listings/mushroom-journey-with-aj/,2026-07-22T12:13:33.794607+00:00
web_search:mamabuelas.org,Máma Abuela's,web_search,web_search,https://mamabuelas.org,mama-abuelas@proton.me,https://mamabuelas.org/booking,United States,Colorado,Idaho Springs,39.7425969,-105.5136365,mountain,organization,ceremony_facilitation; retreat_package; preparation; integration_only,True,retreat_package,,,,english,English; Spanish,4; 2,1 per retreat (medicine council on Day 1 only per stated itinerary),kambo; vomitivo,True,aftercare_included,plant baths; integration calls; limpia; kambo sessions; free exploratory call; meditation,,,USD,,,,,,,,,trained-in-lineage,False,False,Shipibo lineage,Shipibo,Shipibo lineage,Shipibo,Fíto León López (Onanya),1,,,True,distinct_roles,Onanya,facilitators,0,1,0,unspecified,,,,True,True,False,True,0,,,medium,,,https://mamabuelas.org/; https://mamabuelas.org/about; https://mamabuelas.org/booking; https://mamabuelas.org/dieta; https://mamabuelas.org/itinerary; https://mamabuelas.org/schedule,2026-07-22T12:13:32.351304+00:00
safe_ceremonies:ceremonial-plant-medicine,Natureza | Church of Nature,safe_ceremonies,safe_ceremonies,http://www.facebook.com/groups/sacredretreats,grizzberr@gmail.com,,United States,Kentucky,,37.5726028,-85.1551411,unclear,organization,ceremony_facilitation,True,congregational_ceremony,Church of Nature,,,english,,,,cacao,,aftercare_included,sound healing,,,USD,,,,,,food; lodging,,False,indigenous-led,True,True,Huni Kuin,Huni Kuin,Indigenous led ancient traditions; Huni Kuin,,Grizz (facilitator); Amanda (team); Tiffany (team); Ben (team); Betsy (team); Tami (team),,,,True,only_facilitator_described,,facilitator,0,1,5,unspecified,False,,,False,False,False,False,0,SafeCeremonies 5 (22),,medium,US,,https://safeceremonies.com/listings/ceremonial-plant-medicine/,2026-07-22T12:14:14.000534+00:00
psychedelic_support:neal-sehgal-msw-lmsw-mat,"Neal Sehgal, MSW, LMSW, MAT",psychedelic_support,psychedelic_support,https://www.nealsehgal.com/,,https://www.nealsehgal.com/contact,United States,New York,New York City,40.7127281,-74.0060152,,individual_practitioner,integration_only; preparation,False,,Psychedelic Support notes: providers do not break U.S. laws; do not ask for illegal substances or referrals to underground practitioners.,,,english,,,,Iboga; Peyote; Huachuma; Bufo Alvarius; Cannabis; Psilocybin Mushrooms,,ongoing,psychoeducation; somatic experiencing; mindfulness; pranayama; somatic practices,,,USD,,,,,,,,,no-stated-affiliation,False,False,,,,,Neal Sehgal (Psychedelic Preparation & Integration Coach),0,1,,True,only_facilitator_described,,Psychedelic Preparation & Integration Coach,0,0,1,,False,,,,False,False,False,0,,,medium,,,https://psychedelic.support/network/neal-sehgal-msw-lmsw-mat/; https://www.nealsehgal.com/; https://www.nealsehgal.com/contact,2026-07-22T12:13:54.162715+00:00
safe_ceremonies:nektar-healing; retreatguru:4356,Nektar Healing,retreatguru; safe_ceremonies,retreatguru; safe_ceremonies,https://nektarhealing.com,nektarhealing@gmail.com,https://nektarhealing.com/,United States,California,Joshua Tree,34.123375,-116.3128656,other,organization,ceremony_facilitation; retreat_package; preparation,True,retreat_package,,,5,english,english,7; 12; 14; 30,7-day: 3 kambo sittings + 2 iboga ceremonies; ayahuasca: up to 3 rounds per ceremony,"kambo/sapo; iboga/ibogaine; bufo/5-MeO-DMT; sananga; bobinsana; Datura (foraged, not stated as medicine); kambo",,aftercare_included,"integration support; counseling; plant spirit baths; sananga treatments; bobinsana treatments; health evaluations; personalized protocols and treatment; outside excursions (hike in desert, forage Datura, visit hot springs); kambo practitioner training program; Outside excursions (desert hike, foraging Datura, hot springs) for extended retreats; Juice cleanses; Water fasting; Whole food detoxes; Kambo practitioner training",,,USD,,,,,,"private room; three home-cooked organic vegan meals per day (with restrictions during medicine work); integration support; counseling; outside excursions (desert hikes, foraging Datura, hot springs) for extended retreats; healing therapies; Private room; Three home-cooked organic vegan meals per day; Integration support; Counseling; Plant spirit baths (7-day iboga program); Sananga treatments (7-day iboga program); Bobinsana healing treatments (7-day iboga program); Preparation and integration coaching; Health evaluations; Personalized protocols and treatment",,False,indigenous-healer-on-staff,True,False,10th generational Bwiti (High shaman); Quechua in Ecuador; Shipibo in Peru; Matses Tribe in Peru,Bwiti; Missoko Bwiti Maboundi; Quechua; Shipibo; Bwiti (Missoko Bwiti Maboundi); Shipibo (Peru); Quechua (Ecuador); vegetalismo/Amazonian master plant medicines,trained Missoko Bwiti Maboundi; immersed in the cultures of the Quechua in Ecuador and the Shipibo in Peru,,"Aria Inanna (Medicine Woman, shaman, coach, guide); Aria (Medicine Woman, Shaman, plant medicine guide, teacher)",1,,,True,same_person,"Medicine Woman, shaman","coach, guide",2,0,0,unspecified,False,,We work closely with the Matses and have built a relationship over the years (re: Kambo sourcing) [https://nektarhealing.com/kambo-retreats-california]; We work closely with the Matses and have built a relationship over the years (re: kambo sourcing from Matses Tribe in Peru) [https://nektarhealing.com/kambo-retreats-california]; We graciously offer these sacred medicines with absolute reverence and respect from the indigenous communit[y] [https://retreat.guru/centers/4356-1/nektar-healing],True,True,False,False,0,RetreatGuru None (None),,medium,US,,https://nektarhealing.com/; https://nektarhealing.com/ayahuasca-retreat-usa; https://nektarhealing.com/iboga-retreat-center; https://nektarhealing.com/kambo-retreat-san-diego; https://nektarhealing.com/kambo-retreats-california; https://nektarhealing.com/our-programs; https://retreat.guru/centers/4356-1/nektar-healing; https://safeceremonies.com/listings/nektar-healing/,2026-07-22T12:14:02.444211+00:00
safe_ceremonies:earth-medicine-camp,Nest of the Hummingbird,safe_ceremonies,safe_ceremonies,,fsagrada918@gmail.com,,United States,Texas,,31.2638905,-98.5456116,other,organization,ceremony_facilitation; retreat_package; preparation; other,True,retreat_package,Referred to as a 'church' by reviewer,,,english,,2; 3,,kambo/sapo; bufo; biodanza,,aftercare_included,yoga; pranayama; sound healing; somatic consciousness workshops; rituals,1500,,USD,1500,,500,750,,,,,trained-in-lineage,False,False,,shamanic,shamanic traditions,,Manuel Padilla (unclear),,,,False,unclear,,,0,0,1,unspecified,False,,,False,,False,False,1,SafeCeremonies 1 (1),,low,US,,https://safeceremonies.com/listings/earth-medicine-camp/,2026-07-22T12:13:33.782114+00:00
safe_ceremonies:new-earth-spiritual-sanctuary-jupiter-fl,New Earth Spiritual Sanctuary,safe_ceremonies,safe_ceremonies,https://www.newearthspiritualsanctuary.com/,newearthlightwork@gmail.com,,United States,Florida,"Jupiter, FL",26.9342246,-80.0942087,,,ceremony_facilitation,,,,,,english,,,,cacao,,,Women's only gathering,,,USD,,,,,,,,,no-stated-affiliation,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0,,,low,US,,https://safeceremonies.com/listings/new-earth-spiritual-sanctuary-jupiter-fl/,2026-07-22T12:13:48.872317+00:00
safe_ceremonies:new-earth-spiritual-sanctuary,New Earth Spiritual Sanctuary,safe_ceremonies,safe_ceremonies,https://www.newearthlightwork.com/,newearthlightwork@gmail.com,,United States,Florida,,27.7567667,-81.4639835,,individual_practitioner,integration_only,,,,,,english,,,,,,aftercare_included,Neurolinguistic Programming; Holistic Energy techniques; Integrative Healing Sessions,,,USD,,,,,,,,,no-stated-affiliation,False,False,,,,,"Jessi Reeser (Quantum Healer, Holistic Energy and Shamanic Practitioner)",1,,,True,only_healer_described,"""Quantum Healer, Holistic Energy and Shamanic Practitioner""",,0,0,1,,,,,,,,,0,,,low,US,,https://safeceremonies.com/listings/new-earth-spiritual-sanctuary/,2026-07-22T12:14:02.090112+00:00
safe_ceremonies:new-life-ayahuasca; retreatguru:6388; ayaadvisors:new-life-rising; thirdwave:new-life-ayahuasca,New Life Rising,ayaadvisors; retreatguru; safe_ceremonies; thirdwave,ayaadvisors; retreatguru; safe_ceremonies; thirdwave,https://www.newliferising.com,retreat@newliferising.com,https://www.newliferising.com/contact,United States,Texas,Austin,30.2711286,-97.7436995,other,organization,ceremony_facilitation; retreat_package; preparation,True,mixed,"Nonprofit 501(c)(3) interfaith spiritual community; New Life Rising Church founded in 2025 near Austin, Texas. $800 of total cost is stated as a donation per person to the church.",2014,14,english,English; english,5; 7,2 (5-night retreat) or 3 (7-night retreat),"mapacho tobacco; iboga (historical, not current offering)",True,aftercare_included,Gentle Hatha Yoga; Cave excursion; Sharing/integration circles; Post-retreat integration calls; Fire pit; Hiking trails; Over a mile of private river access; Gentle Hatha Yoga sessions; Cave excursion on property; Fire ceremony after ceremonies; Private room options; Couples room option; gentle Hatha yoga; integration sharing circles; personal integration calls; cave excursion; fire pit gathering; hiking trails; private river access; Fire pit / cleansing fire; Integration sharing circles; Personal integration calls; Payment plans available,2300,6500,USD,2300,6500,329,1300,2025,Accommodations; Meals (locally sourced and organic ingredients); Round-trip transfers to/from local pickup point in Austin; Ayahuasca ceremonies; Introductory preparation session; 3 post-ceremony integration gatherings (sharing circles); 2 personal complimentary integration calls (post-retreat); Cave excursion on property; Gentle Hatha Yoga sessions; No additional fees or hidden costs for plant medicine or ceremonies; Round-trip transfers to/from local Austin pick-up point; 3 post-ceremony integration sharing circles; 2 personal complimentary integration calls; accommodations; meals; round-trip transfers to/from local Austin pickup point; ayahuasca ceremonies; introductory preparation session; gentle Hatha yoga sessions; excursion to on-site cave; ceremony and yoga space; fire pit; hiking trails; over a mile of private river access; Round-trip transfers to/from local Austin pickup point; Cave excursion; Program support,Flights; Transport from airport to local pickup spot; Flights not included; Guest responsible for travel from airport to local Austin pick-up point; flights; airport-to-pickup-point transfer; Airport-to-pickup-point transfer,True,trained-in-lineage,False,False,Don Ron Wheelock ('Gringo Shaman' of Peru); Don Agustin Rivas Vasquez; Don Jose Coral Mori,Peruvian Mestizo; vegetalismo/mestizo; Peruvian Mestizo shamanism,Peruvian Mestizo traditions,,Jeanae (Ceremonial Facilitator / ayahuasquero); Matthew (Ceremonial Facilitator / ayahuasquero); Jeanae (Ceremonial Facilitator / ayahuasquero); Matthew (Ceremonial Facilitaor / ayahuasquero); Jeanae (Ceremonial Facilitator / ayahuasquero); Matthew (Ceremonial Facilitaor / ayahuasquero); Jeanae (Ceremonial Facilitator / ayahuasquero); Matthew (Ceremonial Facilitator / ayahuasquero),2,2,4,True,same_person,ayahuasquero / ayahuasqueros,Ceremonial Facilitator,4,4,0,unspecified,True,,"We seek to walk with gratitude, humility, and reciprocity, supporting each participant in cultivating a more meaningful relationship with Spirit and the natural world. [https://www.newliferising.com/our-mission]",True,True,True,True,0,Tripadvisor 5 (400); Tripadvisor None (None),,high,US,,https://www.newliferising.com/ayahuasca-integration; https://www.newliferising.com/ayahuasca-safety; https://www.newliferising.com/ayahuasca-shaman; https://www.newliferising.com/ayahuasca-usa-prices; https://www.newliferising.com/our-mission; https://www.newliferising.com/who-we-are,2026-07-22T12:13:30.769262+00:00
safe_ceremonies:nirvana-wakes-church,Nirvana Wakes Church,safe_ceremonies,safe_ceremonies,https://nirvanawakes.com/,nirvanawakes@gmail.com,https://nirvanawakes.com/,United States,Florida,Umatilla,28.9294316,-81.6656305,jungle,organization,ceremony_facilitation; retreat_package,True,congregational_ceremony,"Florida-based church established in 2021; described as a ""World Wide Entheogenic Shamanic Church""; medicines used as religious sacrament within church structure.",2021,,english,English,2,2,kambo,,aftercare_included,HypnoBreath™; Yoga & somatic movement; Nervous system reset rituals; Kambo (optional add-on); Private Hypnotherapy (optional add-on); Past Life Regression (optional add-on); Integration Coaching (optional add-on),1222,1555,USD,1222,1555,611,778,2025,"2 Ayahuasca ceremonies; HypnoBreath™ for deep release and clarity; Yoga & somatic movement; Nervous system reset rituals; Nourishing meals aligned with the medicine; Pool & private lake time; Nature, moonlight, and spirit connection; Integration circles and gentle support",Kambo add-on ($250); Private Hypnotherapy ($175); Past Life Regression ($175); Integration Coaching ($125),False,trained-in-lineage,False,False,,shamanic,ancient shamanic wisdom; global shamanic community,,Mama Dawn (Mama Dawn),,,,True,only_facilitator_described,,support team,1,0,0,unspecified,False,,,True,False,False,False,0,Safe Ceremonies 5 (1),,medium,US,,https://nirvanawakes.com/; https://nirvanawakes.com/retreat-schedule; https://safeceremonies.com/listings/nirvana-wakes-church/,2026-07-22T12:14:09.838569+00:00
safe_ceremonies:nova-vida,Nova Vida: House of Healing and Integration,safe_ceremonies,safe_ceremonies,https://casadanovavida.com,info@casadanovavida.com,,United States,Texas,Austin,30.2711286,-97.7436995,other,organization,ceremony_facilitation; integration_only; preparation; retreat_package,,retreat_package,,,,english,,30; 60; 90,,,,ongoing,1:1 and Group Therapy; Meditation; Mindfulness; Energetic Clearing; Emotional Regulation; Fitness & Nutrition; Acupuncture & Herbalism; Yoga & Other Movement Modalities; Massage Therapy and Other Somatic Practices,,,USD,,,,,,,,,no-stated-affiliation,False,False,,,,,,,,,False,,,,0,0,0,,False,,,False,False,False,False,0,,,medium,US,,https://safeceremonies.com/listings/nova-vida/,2026-07-22T12:14:09.655578+00:00
snowball:olavedi.com,OLAvedi,snowball,snowball,https://olavedi.com/,olavedi@gmail.com,,United States,California,Venice / Santa Monica,33.9799601,-118.468771,unclear,individual_practitioner,other,False,,,,,english,,,,,,,yoga classes; Pilates; fitness classes; retreats; meditation,,,USD,,,,,,,,,no-stated-affiliation,False,False,,,,,Ola Avedissian (yoga teacher),,,,,,,,0,0,1,,False,,,False,False,False,False,0,,,high,,,https://olavedi.com/,2026-07-22T12:13:32.415370+00:00
safe_ceremonies:ome-retreats,OME Retreats,safe_ceremonies,safe_ceremonies,https://www.omeretreats.org/,info@omeretreats.org,,United States,Georgia,,32.3293809,-83.1137366,,organization,ceremony_facilitation,True,,,,,english,,,,,,,,,,USD,,,,,,,,,trained-in-lineage,False,False,,Amazonian; Andean,Amazonian and Andean traditions that have kept the sacrament of Ayahuasca alive for centuries,,,,,,False,,,,0,0,0,,False,,,False,False,False,False,0,SafeCeremonies None (0),,low,US,,https://safeceremonies.com/listings/ome-retreats/; https://www.omeretreats.org/,2026-07-22T12:13:39.473300+00:00
safe_ceremonies:oms,OMS - Oratory of Mystical Sacraments,safe_ceremonies,safe_ceremonies,https://oratoryofmysticalsacraments.org/,omstemple@gmail.com,https://oratoryofmysticalsacraments.org/,United States,New Mexico,,34.5802074,-105.996047,,organization,ceremony_facilitation,True,congregational_ceremony,Religious organization claiming legal right for members to use sacraments under religious freedom; founder demonstrated at New Mexico State Capitol that sacraments are legal for OMS members to utilize.,,,english,,,,psilocybin fungi (Manna); Acacia; Syrian Rue; Amanita muscaria; Ololiuqui; Lysergamides; Peyote; Cannabis; Saint Peter's Cactus; Iboga,,,,,,USD,,,,,,,,,no-stated-affiliation,False,False,,,,,Gavin Kaiser (Founder),,,,False,,,,0,1,0,,False,,,False,False,False,False,0,,,medium,US,,https://oratoryofmysticalsacraments.org/; https://safeceremonies.com/listings/oms/,2026-07-22T12:14:05.400243+00:00
safe_ceremonies:onespirit-nac,ONESpirit NAC,safe_ceremonies,safe_ceremonies,https://onespiritnac.love/,info@onespiritnac.love,https://onespiritnac.love/,United States,Oklahoma,Newalla,35.4046678,-97.1620178,other,organization,ceremony_facilitation; integration_only; preparation,True,congregational_ceremony,"Operates as a church (NAC — Native American Church style); refers to itself as ""OSNAC"" (One Spirit NAC); sacrament framing used for plant medicines.",,,english,,2,2,cacao; kambo/sapo,,aftercare_included,integration sessions; sound healing; yoga,,,USD,,,,,,breakfast; dinners,,,trained-in-lineage,False,False,Native American ancestors; custom of ancient Native American ancestors,Native American; earth-based medicines,ancient healing traditions of the human race; ancient Native American ancestors,,Letecia (facilitator),,,,True,only_facilitator_described,,facilitators,1,0,0,unspecified,False,,"OUR VISION is for all to understand and benefit from the amazing and natural power of Mother Earth and Father Sky, ensuring sustainability for future generations by educating, celebrating and responsibly practicing ancient healing traditions of the human race. [https://safeceremonies.com/listings/onespirit-nac/]",False,False,False,False,0,SafeCeremonies 5.0 (4),,medium,US,,https://onespiritnac.love/; https://safeceremonies.com/listings/onespirit-nac/,2026-07-22T12:13:51.406640+00:00
psychedelic_support:eric-milbrandt-md,Oasis Wellness & Recovery,psychedelic_support,psychedelic_support,https://www.oasiswr.com/,jackie@oasiswr.com,https://www.oasiswr.com/,United States,Florida,Ocala,29.1871986,-82.1400923,urban-adjacent,organization,integration_only; other,False,retreat_package,Cash-based clinic; not in-network with insurance; cannot serve Medicare/Medicaid clients. Provides out-of-network claims via Reimbursify. Accepts CareCredit financing.,,,english,,,,,False,ongoing,"IV ketamine therapy; ketamine-assisted therapy (individual and group); home-based ketamine lozenge program; pre/post psychedelic preparation and integration; referral to a local ayahuasca church (when appropriate); medication assisted treatment (MAT) for opioid, alcohol, and tobacco addiction; trauma-integrated counseling; psychiatric medication management; counseling (CBT, motivational interviewing, mindfulness-based practices); medically supervised weight loss; hormone replacement therapy; IV vitamin therapy; NAD+ therapy; low-dose naltrexone; Suboxone/addiction medicine; telehealth across Florida",,,USD,,,,,,,,False,no-stated-affiliation,False,False,,,,,Eric Milbrandt (Founder & Medical Director); Thomas Jose (Clinical Operations Manager); Julie Illeck (Nurse Practitioner); Jackie Schilling (Office Manager); Kristin Milbrandt (Office Coordinator),,,,True,only_facilitator_described,,"Medical Director, Nurse Practitioner",3,2,0,,False,,,True,False,True,False,0,,,medium,,,https://psychedelic.support/network/eric-milbrandt-md/; https://www.oasiswr.com/; https://www.oasiswr.com/about; https://www.oasiswr.com/mental-health; https://www.oasiswr.com/post/insurance-financing-update,2026-07-22T12:13:39.450153+00:00
safe_ceremonies:old-growth-owl,Old Growth Owl,safe_ceremonies,safe_ceremonies,https://oldgrowthowl.org/,,https://safeceremonies.com/listings/old-growth-owl/,United States,Oregon / Washington,Oregon Coast,,,jungle,organization,ceremony_facilitation; retreat_package,True,retreat_package,,,,english,English,3,multiple (3-day retreat with multiple ceremonies),,,ongoing,weekly integration calls; group integration sessions; individual integration sessions; outdoor heated shower; whole foods and clean water provided,,,USD,,,,,,accommodations in maloca/yurt; whole foods; clean water; outdoor heated shower; blankets and pillows,,,no-stated-affiliation,False,False,,,,,Tami (Medicine Carrier); Justin (Medicine Carrier),2,,,True,unclear,Medicine Carrier,facilitator,1,0,1,unspecified,False,,,True,False,False,False,0,SafeCeremonies 5 (19),,medium,US,,https://oldgrowthowl.org/; https://safeceremonies.com/listings/old-growth-owl/,2026-07-22T12:13:30.853313+00:00
safe_ceremonies:oregon-yage-assembly,Oregon Yagé Assembly,safe_ceremonies,safe_ceremonies,https://oregonyageassembly.com,oregonyageassembly@gmail.com,https://safeceremonies.com/listings/oregon-yage-assembly/,United States,Oregon,,43.9792797,-120.737257,unclear,organization,ceremony_facilitation,True,congregational_ceremony,Operates as a spiritual fellowship / church,,,english,,2,2,rapé/hapé; tobacco (mapacho),,during_only,,,,USD,,,,,,,,,trained-in-lineage,False,False,,,spiritual fellowship; ceremonial consumption of the holy sacrament of Ayahuasca,,Philip Wiseman (facilitator / lead facilitator / leader),,2,,True,only_facilitator_described,,facilitator,0,1,0,unspecified,False,,,False,False,False,False,0,SafeCeremonies 4.8 (13),,medium,US,,https://safeceremonies.com/listings/oregon-yage-assembly/,2026-07-22T12:13:51.530894+00:00
